agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,2026-01-12T00:00:00.000Z,,1,,1989-09-21T00:00:00.000Z,True,3,3.0,,AE,False,,,,1.0,False,10.0,1,1979-07-01T00:00:00.000Z,1988-03-31T00:00:00.000Z,,,,True,1,False,40000,5000,1989,False,,0,0.0,,4,N,,0,0.0,,0.0,,892.0,,0.0,False,Hurricane Hugo,,0.0,375354,,,97,97,0,,,A,False,0.0,,,False,NC,Currently Unavailable,28465,37019,37019020308,370190203082,33.9,-78.2,9858599f-c09d-459f-ae34-be1595032265
False,2026-01-12T00:00:00.000Z,,1,,1993-03-13T00:00:00.000Z,False,,,,A11,False,3.0,,,1.0,False,10.0,1,1957-07-01T00:00:00.000Z,1988-03-16T00:00:00.000Z,11931.52,3971.62,0.0,False,1,False,250000,43100,1993,True,12932.0,1,11931.52,180400.0,1,N,4972.0,1,3971.62,0.0,0.0,,950.0,,0.0,False,Blizzard of 1993,20000.0,0.0,125088,,,,,1,0.0,0.0,R,False,0.0,,,False,FL,Currently Unavailable,33756,12103,12103025700,121030257003,27.9,-82.8,d326d772-9207-486a-bd06-7cc60523d12f
False,2026-01-12T00:00:00.000Z,0.0,72,7.0,2020-09-16T00:00:00.000Z,False,,4.0,9.0,AE,False,4.0,12.0,13.1,3.0,False,,15,1997-01-01T00:00:00.000Z,2010-07-07T00:00:00.000Z,16046.35,0.0,0.0,True,RatingEngine,False,16113000,100000,2020,False,17296.0,F,16046.35,9237755.0,4,A,0.0,F,0.0,0.0,0.0,AL0520,,,,False,Hurricane Sally,30000.0,0.0,015011,015011,"ORANGE BEACH, CITY OF",20,,72,16450443.0,0.0,A,False,1.0,AE,1.0,False,AL,Currently Unavailable,36561,01003,01003011405,010030114052,30.3,-87.6,6a105443-d317-45a4-aa35-ff4129373393
False,2026-01-12T00:00:00.000Z,,1,,2011-09-08T00:00:00.000Z,False,,,,X,False,4.0,,,2.0,False,,1,1955-03-19T00:00:00.000Z,2006-09-02T00:00:00.000Z,34059.79,0.0,0.0,False,7,False,250000,100000,2011,True,35059.0,1,34059.79,105433.0,2,N,,1,0.0,,0.0,,293.0,,0.0,False,Tropical Storm Lee,30000.0,0.0,420814,,,20,,1,132968.0,,R,False,3.0,,1.0,False,PA,Currently Unavailable,18830,42115,42115032000,421150320001,42.0,-76.1,987edba7-0f7b-4fd6-abe1-150772773301
False,2026-01-12T00:00:00.000Z,,1,,2004-09-16T00:00:00.000Z,True,3,1.0,7.0,AE,False,3.0,,7.8,1.0,False,10.0,1,1975-01-01T00:00:00.000Z,2003-03-01T00:00:00.000Z,41800.0,0.0,0.0,False,1,False,41800,0,2004,True,52857.0,0,41800.0,76013.0,4,N,,,0.0,,0.0,,643.0,,0.0,False,Hurricane Ivan,30000.0,0.0,120080,,,,,1,88800.0,,A,False,6.0,,,False,FL,Currently Unavailable,32507,12033,12033002704,120330027042,30.4,-87.3,2f2ad5d5-3f49-4297-8186-7d0a46b671e5
False,2026-01-12T00:00:00.000Z,1.0,1,,2010-03-14T00:00:00.000Z,False,,,,X,False,2.0,,,3.0,False,,1,1965-01-01T00:00:00.000Z,2007-11-14T00:00:00.000Z,1511.2,0.0,0.0,False,7,False,250000,100000,2010,True,2510.0,1,1511.2,99112.0,3,N,,1,0.0,,0.0,,250.0,,0.0,False,March 2010 Nor'easter,30000.0,0.0,250205,,,20,,1,123273.0,,R,False,1.0,,1.0,False,MA,Currently Unavailable,02155,25017,25017340100,250173401002,42.4,-71.1,005749e7-f7b5-4d52-8c14-c6115435cdd7
False,2026-01-12T00:00:00.000Z,,1,,2008-09-13T00:00:00.000Z,False,,,,A12,False,3.0,,,1.0,False,,1,1974-07-01T00:00:00.000Z,2004-09-28T00:00:00.000Z,62223.63,0.0,24000.0,False,1,False,79000,25000,2008,True,63224.0,1,62223.63,87255.0,4,N,,1,0.0,,0.0,,668.0,,0.0,False,Hurricane Ike,30000.0,24000.0,485469,,,,,1,101868.0,,A,False,5.0,,,False,TX,Currently Unavailable,77551,48167,48167724000,481677240002,29.3,-94.8,ec2945d3-36cb-4391-bfca-db1fb32e1d17
False,2026-01-12T00:00:00.000Z,2.0,1,,2017-08-25T00:00:00.000Z,True,,1.0,9.0,A12,False,2.0,9.0,9.6,2.0,False,54.0,1,1993-01-01T00:00:00.000Z,2015-09-25T00:00:00.000Z,0.0,283.28,0.0,True,1,False,0,52500,2017,False,,,0.0,,0,U,1283.0,1,283.28,30000.0,0.0,,682.0,,0.0,False,Hurricane Harvey,,0.0,485464,485464,"CORPUS CHRISTI, CITY OF",,,1,,0.0,A,False,1.0,A12,1.0,True,TX,Currently Unavailable,78373,48355,48355006200,483550062001,27.7,-97.1,68247439-00ed-44d6-9afa-59a3d42c98bc
False,2026-01-12T00:00:00.000Z,,1,,1993-03-13T00:00:00.000Z,False,,,,AE,False,3.0,,,1.0,False,10.0,2,1955-07-01T00:00:00.000Z,1986-05-27T00:00:00.000Z,3694.24,3430.0,0.0,False,1,False,154700,7600,1993,False,4353.0,9,3694.24,117600.0,1,N,4080.0,9,3430.0,0.0,0.0,,950.0,,0.0,False,Blizzard of 1993,,0.0,125153,,,,,1,0.0,0.0,A,False,0.0,,,False,FL,Currently Unavailable,33706,12103,12103027901,121030279013,27.7,-82.8,68fdfc47-0393-493b-b659-9ccc83cd8949
False,2026-01-12T00:00:00.000Z,,1,,2008-09-12T00:00:00.000Z,False,3,1.0,4.0,A,False,3.0,,4.8,1.0,False,,1,1982-10-02T00:00:00.000Z,2004-10-29T00:00:00.000Z,136151.03,44921.46,30000.0,True,1,False,250000,91100,2008,True,136652.0,0,136151.03,280000.0,4,N,45422.0,0,44921.46,0.0,0.0,,667.0,,0.0,False,Hurricane Ike,30000.0,30000.0,225206,,,,,1,310000.0,0.0,A,False,3.0,,,False,LA,Currently Unavailable,70397,22109,22109001400,221090014002,29.4,-90.7,6d3412bb-8bda-4eb9-9742-420890dccec7
False,2026-01-12T00:00:00.000Z,,1,,2002-09-26T00:00:00.000Z,False,1,,,A07,False,3.0,,,1.0,False,,1,1964-07-01T00:00:00.000Z,1992-06-10T00:00:00.000Z,3555.92,860.66,0.0,False,1,False,39900,9200,2002,True,4556.0,1,3555.92,66546.0,1,N,1861.0,1,860.66,25000.0,0.0,,636.0,,24.0,False,Tropical Storm Isidore,30000.0,0.0,015007,,,,,1,83183.0,0.0,A,False,1.0,,,False,AL,Currently Unavailable,36605,01097,01097002000,010970020001,30.6,-88.1,e17e0f7a-47c6-47e5-9275-fb62b95e5a96
False,2026-01-12T00:00:00.000Z,0.0,1,8.0,1995-08-02T00:00:00.000Z,False,3,2.0,22.6,A,False,3.0,0.0,24.6,1.0,False,,11,1976-07-01T00:00:00.000Z,1987-04-22T00:00:00.000Z,1671.45,0.0,0.0,False,RatingEngine,False,204000,87000,1995,True,2171.0,2,1671.45,68000.0,4,N,,1,0.0,,0.0,,583.0,,0.0,False,Flooding,30000.0,0.0,120025,120025,"MELBOURNE, CITY OF",,,1,680.0,,A,False,0.0,A,,False,FL,Currently Unavailable,32935,12009,12009064400,120090644003,28.1,-80.7,638ce382-3276-48aa-8f8f-679e13a029b2
False,2026-01-12T00:00:00.000Z,1.0,1,,1998-01-08T00:00:00.000Z,False,,,,B,False,2.0,,,3.0,False,10.0,2,1975-07-01T00:00:00.000Z,1993-09-28T00:00:00.000Z,8407.87,1223.88,0.0,False,1,False,110000,10000,1998,True,8908.0,0,8407.87,103392.0,2,N,2105.0,0,1223.88,0.0,0.0,,,,0.0,False,,15000.0,0.0,360735,,,,,1,150560.0,0.0,A,False,2.0,,,False,NY,Currently Unavailable,12188,36091,36091062800,360910628001,42.8,-73.7,ddbbf1d6-a3fa-4c7e-8620-3619e4500f82
False,2026-01-12T00:00:00.000Z,,1,,1978-01-26T00:00:00.000Z,False,,,,A07,False,3.0,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1977-08-26T00:00:00.000Z,3610.94,1529.5,0.0,False,1,False,10000,3000,1978,False,3811.0,,3610.94,25800.0,1,N,1790.0,,1529.5,5000.0,0.0,,,,0.0,False,,,0.0,420276,,,,,1,0.0,0.0,A,False,3.0,,,False,UN,Currently Unavailable,,,,,,,f5ef6cd8-efe4-425d-a93d-d5b696d40ecc
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,True,,7.0,7.0,AE,False,3.0,5.0,14.2,1.0,False,10.0,1,2013-04-25T00:00:00.000Z,2001-07-03T00:00:00.000Z,64482.78,20000.0,30000.0,True,1,False,227000,20000,2012,True,60127.0,2,64482.78,66305.0,1,N,23074.0,2,20000.0,0.0,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,30000.0,340393,,,,,1,86499.0,0.0,R,False,2.0,,1.0,False,NJ,Currently Unavailable,08050,34029,34029735103,340297351033,39.7,-74.2,21382296-9e45-4287-87d6-20c2f784a58f
False,2026-01-12T00:00:00.000Z,,1,,1983-09-01T00:00:00.000Z,False,,,8.0,A03,False,3.0,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1978-10-05T00:00:00.000Z,2374.88,1986.33,0.0,False,1,False,35500,10000,1983,False,2875.0,0,2374.88,50000.0,4,N,2487.0,0,1986.33,10000.0,0.0,,,,0.0,False,,,0.0,125139,,,,,1,0.0,0.0,A,False,1.0,,,False,FL,Currently Unavailable,33777,12103,12103025007,121030250072,27.9,-82.8,c7d1d4d5-8f39-48bc-b75e-edfbf29e5b67
False,2026-01-12T00:00:00.000Z,,1,,2004-05-01T00:00:00.000Z,False,,,,X,False,,,,1.0,False,,11,1956-01-01T00:00:00.000Z,1997-09-03T00:00:00.000Z,,,,False,RatingEngine,False,250000,100000,2004,True,,F,0.0,,1,N,,1,0.0,,0.0,,,,0.0,False,,30000.0,0.0,421088,421088,"O'HARA, TOWNSHIP OF",08,08,1,,,A,False,0.0,X,1.0,False,PA,Currently Unavailable,15238,42003,42003421100,420034211003,40.5,-79.9,51d01808-260c-49f7-afba-794bdc7a0f48
False,2026-01-12T00:00:00.000Z,,1,,1979-08-30T00:00:00.000Z,False,1,,,A,False,3.0,,,3.0,False,10.0,4,1492-10-12T00:00:00.000Z,1977-07-08T00:00:00.000Z,0.0,7447.22,0.0,False,1,False,0,10500,1979,False,,,0.0,,4,N,7648.0,,7447.22,250000.0,0.0,,,,0.0,False,,,0.0,720000,,,,,1,,0.0,A,False,4.0,,,False,UN,Currently Unavailable,,,,,,,b5f1b4d6-f014-48ea-827f-10daf63d900e
False,2026-01-12T00:00:00.000Z,0.0,1,5.0,2005-08-29T00:00:00.000Z,False,3,1.0,-3.7,AE,False,3.0,,,1.0,False,,11,1977-07-12T00:00:00.000Z,1978-02-03T00:00:00.000Z,23867.4,2279.5,0.0,True,RatingEngine,False,250000,100000,2005,True,24367.0,F,23867.4,97977.0,4,N,2780.0,1,2279.5,0.0,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,0.0,225199,225199,JEFFERSON PARISH*,,,1,98967.0,0.0,A,False,1.0,AE,,False,LA,Currently Unavailable,70003,22051,22051023500,220510235001,30.0,-90.2,8b5bca8e-ed52-4ab1-8099-7ec3a82c6140
False,2026-01-12T00:00:00.000Z,,1,,2008-09-13T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,,2,1973-05-17T00:00:00.000Z,2006-10-15T00:00:00.000Z,54789.92,0.0,0.0,False,1,False,105300,0,2008,False,55790.0,1,54789.92,135491.0,4,N,,,0.0,,0.0,,668.0,,0.0,False,Hurricane Ike,30000.0,0.0,485469,,,,,1,180654.0,,A,False,8.0,,,False,TX,Currently Unavailable,77551,48167,48167725800,481677258003,29.3,-94.8,275fc705-0795-4740-9d39-74fe390d0e88
False,2026-01-12T00:00:00.000Z,,1,,1996-09-09T00:00:00.000Z,True,,3.0,7.0,A01,False,4.0,,9.5,2.0,False,10.0,2,1985-01-01T00:00:00.000Z,1991-10-10T00:00:00.000Z,,,,True,1,False,182800,72500,1996,True,,1,0.0,,0,U,,1,0.0,,0.0,,,,0.0,False,,,0.0,120035,,,06,06,1,,,,False,0.0,,1.0,False,FL,Currently Unavailable,33325,12011,12011070205,120110702052,26.1,-80.3,afad77cc-a371-46dd-ae34-6f142e0671c3
False,2026-01-12T00:00:00.000Z,,1,,1995-05-17T00:00:00.000Z,False,,,,AE,False,3.0,,,1.0,False,,1,1975-07-01T00:00:00.000Z,1992-04-07T00:00:00.000Z,,,,False,1,False,80000,22800,1995,True,,1,0.0,,2,N,,1,0.0,,0.0,,970.0,2.0,0.0,False,Flooding,30000.0,0.0,290886,,,98,98,1,,,A,False,0.0,,,False,MO,Currently Unavailable,64437,29087,29087960200,290879602001,40.1,-95.3,8a4b9d96-04cd-44ef-9d95-fc7d370df5b2
False,2026-01-12T00:00:00.000Z,,1,7.0,2024-07-08T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,11,1984-05-01T00:00:00.000Z,2017-10-08T00:00:00.000Z,0.0,0.0,0.0,True,RatingEngine,False,100000,40000,2024,True,0.0,1,0.0,0.0,0,N,0.0,1,0.0,0.0,,,,,,False,Hurricane Beryl,30000.0,0.0,480304,480304,"MISSOURI CITY, CITY OF",97,20,1,0.0,0.0,R,False,,X,1.0,False,TX,Currently Unavailable,77489,48157,48157671101,481576711011,29.6,-95.5,56428975-479a-4732-9dbc-b66145b86d1a
False,2026-01-12T00:00:00.000Z,,1,,1999-10-15T00:00:00.000Z,False,,2.0,9.0,AHB,False,,,10.6,1.0,False,10.0,1,1989-11-01T00:00:00.000Z,1989-12-18T00:00:00.000Z,1780.9,0.0,0.0,True,1,False,99000,10500,1999,True,2280.0,0,1780.9,74002.0,4,N,,0,0.0,,0.0,,631.0,,0.0,False,Hurricane Irene,20000.0,0.0,120635,,,20,,1,82225.0,,R,False,0.0,,,False,FL,Currently Unavailable,33186,12086,12086019300,120860193002,25.6,-80.4,82a222ad-d8ce-4ba4-ac5d-7b2f18003e00
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,False,,,,A04,False,,,,1.0,False,10.0,1,1974-01-01T00:00:00.000Z,1992-04-19T00:00:00.000Z,33000.0,0.0,19940.0,False,1,False,33000,0,2005,True,98265.0,1,33000.0,98266.0,2,N,,0,0.0,,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,19940.0,225203,,,98,,1,140339.0,,A,False,6.0,,,False,LA,Currently Unavailable,70126,22071,22071001725,220710017254,30.0,-90.0,05aaa14a-da2c-4efd-a676-434b5701d297
False,2026-01-12T00:00:00.000Z,,1,,1989-06-26T00:00:00.000Z,False,2,,,AE,False,,,,1.0,False,10.0,1,1974-12-31T00:00:00.000Z,1989-01-05T00:00:00.000Z,24606.42,9105.0,0.0,False,1,False,46200,12200,1989,False,27001.0,9,24606.42,98784.0,4,N,13232.0,9,9105.0,0.0,0.0,,550.0,,0.0,False,Tropical Storm Allison,,0.0,480287,,,,,1,0.0,0.0,A,False,0.0,,,False,TX,Currently Unavailable,77039,48201,48201222900,482012229001,29.9,-95.3,76f17d1d-688b-4e9a-8f80-610876fe9862
False,2026-01-12T00:00:00.000Z,2.0,1,,1992-12-12T00:00:00.000Z,False,,,,A06,False,2.0,,,3.0,False,10.0,2,1930-07-01T00:00:00.000Z,1988-03-26T00:00:00.000Z,2056.44,0.0,0.0,False,1,False,40000,0,1992,False,2557.0,9,2056.44,166300.0,4,N,,0,0.0,,0.0,,569.0,,0.0,False,December Storm - Nor'easter,,0.0,250288,,,,,1,0.0,,A,False,,,,False,MA,Currently Unavailable,02151,25025,25025170800,250251708001,42.4,-71.0,2908be31-db76-48bc-b22a-d4ef8366307b
False,2026-01-12T00:00:00.000Z,,1,,2024-09-26T00:00:00.000Z,True,,,,AE,False,,,,1.0,False,10.0,11,1967-06-15T00:00:00.000Z,2006-04-09T00:00:00.000Z,96566.53,0.0,0.0,False,RatingEngine,False,229000,0,2024,True,98567.0,2,96566.53,179335.0,4,N,,,0.0,,,FL0124,,,,False,Hurricane Helene,30000.0,0.0,120061,120061,CHARLOTTE COUNTY *,,,1,195393.0,,A,False,2.0,AE,1.0,False,FL,Currently Unavailable,33981,12015,12015030501,120150305012,26.9,-82.2,fd6fa907-0968-4fc3-ac0e-71ebc5fa67ea
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,False,1,,,B,False,3.0,,,1.0,False,,1,1945-07-01T00:00:00.000Z,1995-09-21T00:00:00.000Z,242710.26,26979.09,0.0,False,1,False,250000,38200,2012,True,245711.0,3,242710.26,265000.0,1,N,27980.0,F,26979.09,0.0,0.0,,306.0,,0.0,False,Hurricane Sandy,30000.0,0.0,360497,360497,"NEW YORK, CITY OF",,,1,275000.0,0.0,A,False,50.0,AE,1.0,False,NY,Currently Unavailable,11697,36081,36081091601,360810916012,40.6,-73.9,0db9357b-c107-4857-8b66-9f79780c8f04
False,2026-01-12T00:00:00.000Z,,1,,1980-02-18T00:00:00.000Z,False,,,5.0,A03,False,,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1979-03-10T00:00:00.000Z,1086.0,0.0,0.0,False,1,False,25000,0,1980,False,1286.0,,1086.0,4000.0,1,N,,,0.0,,0.0,,,,0.0,False,,,0.0,040098,,,,,1,0.0,,R,False,1.0,,,False,AZ,Currently Unavailable,86305,04025,04025001002,040250010022,34.6,-112.5,324e4daa-dd56-4161-99d4-de5bb8c04084
False,2026-01-12T00:00:00.000Z,,1,,2004-09-16T00:00:00.000Z,True,,,,B,False,3.0,,,1.0,False,10.0,1,1970-01-01T00:00:00.000Z,1998-03-19T00:00:00.000Z,,,,False,1,False,250000,87700,2004,True,,F,0.0,,,N,,F,0.0,,0.0,,642.0,,0.0,False,Hurricane Ivan,30000.0,0.0,015008,,,16,16,1,,,,False,0.0,,1.0,False,AL,Currently Unavailable,36605,01097,01097007000,010970070001,30.5,-88.1,449bd8aa-6b55-4464-94da-6c1d7fc38a6c
False,2026-01-12T00:00:00.000Z,,1,,1989-06-26T00:00:00.000Z,False,2,,,A,False,3.0,,,1.0,False,10.0,1,1962-07-01T00:00:00.000Z,1988-11-09T00:00:00.000Z,15394.52,4798.98,0.0,False,1,False,51700,14200,1989,False,16600.0,0,15394.52,705000.0,4,N,5400.0,0,4798.98,200000.0,0.0,,550.0,,0.0,False,Tropical Storm Allison,,0.0,480287,,,,,1,0.0,0.0,A,False,1.0,,,False,TX,Currently Unavailable,77037,48201,48201221700,482012217003,29.9,-95.4,aedb16ab-caef-484f-92bb-30c758d26afb
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,,1,1949-01-01T00:00:00.000Z,2004-01-15T00:00:00.000Z,71669.48,0.0,26171.75,False,1,False,250000,0,2012,True,71457.0,4,71669.48,185958.0,1,N,,0,0.0,,0.0,,308.0,,0.0,False,Hurricane Sandy,30000.0,26171.75,090005,,,,,1,224046.0,,R,False,2.0,,1.0,False,CT,Currently Unavailable,06820,09001,09001030300,090010303004,41.0,-73.5,525118cd-31dc-4918-9a09-97da2b8c1d2b
False,2026-01-12T00:00:00.000Z,,1,,1978-12-12T00:00:00.000Z,False,,,,,False,,,,2.0,False,10.0,4,1492-10-12T00:00:00.000Z,1978-04-14T00:00:00.000Z,,,,False,1,False,6100,0,1978,False,,,0.0,,1,N,,,0.0,,0.0,,,,0.0,False,,,0.0,470040,,,,20,1,,,,False,0.0,,,False,TN,Currently Unavailable,37215,47037,47037017901,470370179011,36.1,-86.8,5204d795-b39d-4920-a8e0-435e903550ad
False,2026-01-12T00:00:00.000Z,,1,,1995-05-08T00:00:00.000Z,False,1,,,AO,False,3.0,,,1.0,False,,1,1984-07-01T00:00:00.000Z,1990-12-28T00:00:00.000Z,880.93,0.0,0.0,True,1,False,42500,12200,1995,True,1380.0,1,880.93,29000.0,3,N,,1,0.0,,0.0,,582.0,,0.0,False,Flooding,30000.0,0.0,225203,,,20,,1,560.0,,A,False,0.0,,,False,LA,Currently Unavailable,70128,22071,22071001746,220710017462,30.1,-89.9,e8780d5d-71d1-4951-b8d7-7ba07c3df6d2
False,2026-01-12T00:00:00.000Z,2.0,1,,2011-09-07T00:00:00.000Z,False,,,,AE,False,,,,3.0,False,,2,1940-07-01T00:00:00.000Z,2001-09-21T00:00:00.000Z,8632.78,0.0,0.0,False,1,False,90800,0,2011,True,9633.0,2,8632.78,154227.0,2,N,,0,0.0,,0.0,,293.0,,0.0,False,Tropical Storm Lee,30000.0,0.0,420649,,,,,1,208398.0,,A,False,-2.0,,,False,PA,Currently Unavailable,17756,42081,42081010800,420810108006,41.2,-76.8,bb854e32-57a6-4b09-a41e-37a240499926
False,2026-01-12T00:00:00.000Z,,1,,1995-06-01T00:00:00.000Z,True,,,,AE,False,,,,2.0,False,50.0,1,1974-07-01T00:00:00.000Z,1985-01-10T00:00:00.000Z,,,,False,1,False,250000,0,1995,True,,2,0.0,,1,N,,0,0.0,,0.0,,,,0.0,False,,30000.0,0.0,340379,340379,"LAVALLETTE, BOROUGH OF",,97,1,,,A,False,0.0,AE,1.0,False,NJ,Currently Unavailable,08735,34029,34029727001,340297270011,40.0,-74.1,dc669ec3-ef0b-43e4-b89d-9ac362142971
False,2026-01-12T00:00:00.000Z,0.0,1,,2022-09-28T00:00:00.000Z,False,,,,AE,False,3.0,,,1.0,False,,11,1973-07-01T00:00:00.000Z,1999-04-09T00:00:00.000Z,51624.85,21743.06,0.0,False,RatingEngine,False,250000,100000,2022,True,53625.0,2,51624.85,172100.0,2,N,22743.0,1,21743.06,0.0,0.0,FL0222,,,,False,Hurricane Ian,30000.0,0.0,120290,120290,"ALTAMONTE SPRINGS, CITY OF",,,1,497594.0,0.0,A,False,1.0,AE,1.0,False,FL,Currently Unavailable,32701,12117,12117021802,121170218021,28.7,-81.4,64d228c1-fbf1-4a09-a846-077cf1a45384
False,2026-01-12T00:00:00.000Z,2.0,1,,1994-07-14T00:00:00.000Z,False,,,,AE,False,2.0,,,2.0,False,10.0,1,1992-10-10T00:00:00.000Z,1993-10-19T00:00:00.000Z,,,,True,8,False,2400,1200,1994,False,,0,0.0,,4,N,,0,0.0,,0.0,,,,0.0,False,,,0.0,550266,,,,06,1,,,A,False,,,,False,WI,Currently Unavailable,53949,55077,55077960500,550779605001,43.9,-89.5,d9359e26-e262-48ad-b6cb-9a120b057c89
False,2026-01-12T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,True,,,,AE,False,,,,3.0,False,10.0,4,1960-01-01T00:00:00.000Z,2009-08-07T00:00:00.000Z,217977.23,0.0,0.0,False,1,False,500000,0,2011,False,222978.0,5,217977.23,5318481.0,4,N,,0,0.0,,0.0,,284.0,,0.0,False,Hurricane Irene,30000.0,0.0,420708,,,,,1,5318481.0,,A,False,,,1.0,False,PA,Currently Unavailable,19034,42091,42091201404,420912014043,40.1,-75.2,993c69f5-f557-42b5-9bbd-fb324089503d
False,2026-01-12T00:00:00.000Z,,1,,1981-08-18T00:00:00.000Z,False,,,,C,False,3.0,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1980-09-18T00:00:00.000Z,,,,False,1,False,71500,30000,1981,False,,,0.0,,4,N,,,0.0,,0.0,,60.0,,0.0,False,Flooding,,0.0,120033,,,06,06,1,,,,False,0.0,,,False,FL,Currently Unavailable,33071,12011,12011020320,120110203201,26.3,-80.3,581b55c1-09f7-4405-b97c-39926babd32c
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-25T00:00:00.000Z,False,1,,,AE,False,4.0,,,2.0,False,,11,1997-01-10T00:00:00.000Z,2011-01-27T00:00:00.000Z,,,,True,RatingEngine,False,250000,100000,2017,False,,2,0.0,,0,N,,2,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,485452,485452,ARANSAS COUNTY *,99,99,1,,,A,False,0.0,AE,1.0,False,TX,Currently Unavailable,78382,48007,48007950102,480079501023,28.1,-97.0,32a6de75-f9b0-42b9-b069-f70b9a6872de
False,2026-01-12T00:00:00.000Z,2.0,1,,2009-10-30T00:00:00.000Z,True,1,,,AE,False,2.0,,,2.0,False,60.0,1,1970-01-01T00:00:00.000Z,2003-04-14T00:00:00.000Z,4712.54,0.0,0.0,False,1,False,50000,36400,2009,True,5545.0,G,4712.54,156840.0,2,N,,G,0.0,,0.0,,,,0.0,False,,30000.0,0.0,290869,,,20,,1,261399.0,,R,False,41.0,,,False,MO,Currently Unavailable,63343,29113,29113810100,291138101002,39.2,-90.7,1e059c3f-6a2a-4d7e-9617-83a8edae95ae
False,2026-01-12T00:00:00.000Z,,1,,2023-08-31T00:00:00.000Z,True,,8.0,4.0,AE,False,4.0,2.5,3.9,2.0,False,10.0,11,2016-02-01T00:00:00.000Z,2016-10-11T00:00:00.000Z,0.0,0.0,0.0,True,RatingEngine,False,250000,100000,2023,False,0.0,F,0.0,0.0,0,N,0.0,1,0.0,0.0,,NC0123,,,,False,Hurricane Idalia,30000.0,0.0,370133,370133,HYDE COUNTY*,99,99,1,0.0,0.0,A,False,,AE,1.0,True,NC,Currently Unavailable,27960,37095,37095920101,370959201013,35.1,-76.0,6c230728-e76b-4886-9dba-7f2f7a155b3f
False,2026-01-12T00:00:00.000Z,1.0,1,,2012-10-29T00:00:00.000Z,True,1,,,A05,False,,,,2.0,False,30.0,1,1976-01-01T00:00:00.000Z,1999-04-17T00:00:00.000Z,46065.23,0.0,0.0,True,8,False,70000,0,2012,True,47066.0,1,46065.23,128800.0,9,N,,0,0.0,,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,345313,,,,,1,274042.0,,A,False,0.0,,,False,NJ,Currently Unavailable,08742,34029,34029711400,340297114004,40.1,-74.1,b64d32bd-68df-49f3-bc98-9f47178edc73
False,2026-01-12T00:00:00.000Z,2.0,1,,1984-02-16T00:00:00.000Z,False,,,,A08,False,,,,2.0,False,10.0,4,1492-10-12T00:00:00.000Z,1983-06-14T00:00:00.000Z,,,,False,1,False,40000,0,1984,False,,0,0.0,,1,N,,,0.0,,0.0,,508.0,,0.0,False,Flooding,,0.0,420380,,,,08,1,,,,False,0.0,,,False,PA,Currently Unavailable,17103,42043,42043020100,420430201002,40.3,-76.9,6e67a1b5-f76e-4984-aae3-5c9bbb9c201f
